Source page: http://elitrapport.se/schema1213.asp?gamesectionID=10008,
matchnr_link,matchnr_link/_text,matchnr_link/_title,match_link_1,match_link_1/_text,match_link_1/_title,match_link_2,match_link_2/_text,match_link_2/_title,resultat_link,resultat_link/_text,resultat_link/_title,rapport_link,rapport_link/_text,rapport_link/_title,tid_value,tid_value_dates,match_label,publik_number,domare_value
"http://www.elitrapport.se/Data/report3018.html","020000001050","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/Data/report3018.html","11 - 5","","http://www.elitrapport.se/Data/report3018.html","Matchrapport","","2012-11-21 19:00","1353456000000","-","1513","Håkan Sjösten"
"http://www.elitrapport.se/Data/report3019.html","020000001052","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/team.asp?teamID=130","GAIS Bandy","","http://www.elitrapport.se/Data/report3019.html","8 - 1","","http://www.elitrapport.se/Data/report3019.html","Matchrapport","","2012-11-21 19:00","1353456000000","-","2274","Peter Öhrlund"
"http://www.elitrapport.se/Data/report3020.html","020000001051","","http://www.elitrapport.se/team.asp?teamID=216","Ljusdals BK","","http://www.elitrapport.se/team.asp?teamID=123","IFK Motala","","http://www.elitrapport.se/Data/report3020.html","4 - 5","","http://www.elitrapport.se/Data/report3020.html","Matchrapport","","2012-11-24 16:00","1353715200000","-","1148","Mikael Karlsson (Uppsala)"
"http://www.elitrapport.se/Data/report3023.html","020000001063","","http://www.elitrapport.se/team.asp?teamID=137","Sandvikens AIK/BK","","http://www.elitrapport.se/team.asp?teamID=114","Edsbyns IF Bandy","","http://www.elitrapport.se/Data/report3023.html","4 - 5","","http://www.elitrapport.se/Data/report3023.html","Matchrapport","","2012-11-27 19:15","1353974400000","-","1205","Jonas Kandell"
"http://www.elitrapport.se/Data/report3021.html","020000001061","","http://www.elitrapport.se/team.asp?teamID=116","IK Sirius Bandyklubb","","http://www.elitrapport.se/team.asp?teamID=171","IFK Vänersborg","","http://www.elitrapport.se/Data/report3021.html","6 - 3","","http://www.elitrapport.se/Data/report3021.html","Matchrapport","","2012-11-28 19:00","1354060800000","-","552","Roland Fager"
"http://www.elitrapport.se/Data/report3022.html","020000001062","","http://www.elitrapport.se/team.asp?teamID=153","IFK Kungälv","","http://www.elitrapport.se/team.asp?teamID=115","Villa Lidköping BK","","http://www.elitrapport.se/Data/report3022.html","4 - 3","","http://www.elitrapport.se/Data/report3022.html","Matchrapport","","2012-11-28 19:00","1354060800000","-","1138","Peter Öhrlund"
"http://www.elitrapport.se/Data/report3024.html","020000001060","","http://www.elitrapport.se/team.asp?teamID=133","Vetlanda BK","","http://www.elitrapport.se/team.asp?teamID=209","Broberg/Söderhamn","","http://www.elitrapport.se/Data/report3024.html","3 - 4","","http://www.elitrapport.se/Data/report3024.html","Matchrapport","","2012-11-28 19:00","1354060800000","-","866","Mikael Karlsson (Uppsala)"
"http://www.elitrapport.se/Data/report3025.html","020000001057","","http://www.elitrapport.se/team.asp?teamID=145","Bollnäs GIF","","http://www.elitrapport.se/team.asp?teamID=216","Ljusdals BK","","http://www.elitrapport.se/Data/report3025.html","5 - 2","","http://www.elitrapport.se/Data/report3025.html","Matchrapport","","2012-11-28 19:00","1354060800000","-","1908","Ulrik Bergman"
"http://www.elitrapport.se/Data/report3026.html","020000001058","","http://www.elitrapport.se/team.asp?teamID=132","Västerås SK/BK","","http://www.elitrapport.se/team.asp?teamID=117","Hammarby IF","","http://www.elitrapport.se/Data/report3026.html","4 - 6","","http://www.elitrapport.se/Data/report3026.html","Matchrapport","","2012-11-28 19:00","1354060800000","-","2168","Mikael Karlsson (Grästorp)"
"http://www.elitrapport.se/Data/report3027.html","020000001059","","http://www.elitrapport.se/team.asp?teamID=130","GAIS Bandy","","http://www.elitrapport.se/team.asp?teamID=123","IFK Motala","","http://www.elitrapport.se/Data/report3027.html","3 - 2","","http://www.elitrapport.se/Data/report3027.html","Matchrapport","","2012-11-28 19:00","1354060800000","-","156","Christoffer Aidesjö"
